,content
364,"필리핀 항공 아시아 최초의 항공사로, 1941년 2월 26일 설립하였다. 1941년 3월 15일 처음으로 유료승객을 태우고 필리핀 국내구간인 마닐라 바기오 노선을 운항하였다. 1962년 7월 31일 아시아 항공사로는 처음으로 DC-4기를 투입하였으며, 1979년 12월 에어버스 A300-B4기를 투입하였다...."
365,"공정위 조사 중 해당 항공사는 면책 조항을 자진 삭제하고 현재는 시정된 수하물 배상 약관을 사용하고 있다. 이스타항공과 에어부산은... 항공기를 이용하는 고객이 수하물을 항공사에게 맡길 때부터 다시 찾을 때까지 해당 수하물은 관리 아래 놓이게 된다. 맡긴 수하물의 파손, 멸실 등으로..."
366,"요즘 스마트한 컨슈머들이 많아 지면서 여행 다닐때도 그냥 다니지 않고 마일리지나 이런 것들 꼭 모으시고, 꼼꼼하게 관리하실 텐데요 이번에는 항공사 마일리지 적립 방법과 팁을 알려드리도록 하겠습니다 !    1. 항공동맹체 선택 - 항공사 간에도 동맹이 있다는 사실! 좌석을 공동으로 판매해..."
367,"아시아 최대 저비용항공사 에어아시아는 지난 1일 포르투갈 리스본에서 열린  2018 월드 트래블 어워즈(WTA) 그랜드 파이널 에서 6년 연속  세계 최고 저비용항공사 상 을 수상했다고 3일 밝혔습니다. WTA는 관광 및 여행 산업 분야에서 가장 권위 있는 시상식 중 하나이며, 전 세계 항공..."
368,"Irene's Travels 도쿄여행 할인항공권, 저비용항공사 바닐라에어 2년전에 비해 엔화약세로 일본여행 하기엔 참 편해지긴했어요. 국내 저비용항공사인 LCC들이 많아져, 항공사 선택의 폭도 넓어지고.. 더더구나 도쿄여행의 경우는 선택할수있는 항공사들이 많아서 저렴하게 항공권을 선택할수 있는데...."
369,"저비용 항공사 (LCC) 5곳의 예상 매출액은 최소 2.5조원에 달할 것으로 분석. 지난해 사상 처음으로 매출 2조원을 돌파한 후 외형이 29%나 확대. 업계 에서는 올해 LCC 영업이익이 전년 대비 33~40% 늘어난 1,800억 ~ 1,900억원(영업이익율 약7%) 예상. 영업이익율은 대형항공사 수준(7.9%)까지..."
370,LOT 폴란드에어라인항공사 환승 후기 항공권 항공권은 인천   바르샤바(폴란드)   비엔나(오스트리아) 프라하(체코)   바르샤바(폴란드)   인천 이렇게 왕복권을 끊었었어요. 빈에서 프라하는 OBB열차를 타고 이동했습니다. 일단 10점 만점으로 점수를 준다면 6점 이었어요.   비행기...
371,에타이 항공사는 현재 플라스틱 오염 심각성을 인식하여 최초로 일회용 플라스틱 제품을 기내에서 서비스 하지 않는 한 최초의 항공사입니다. 지구의 날인 4 월 21 일 아부 다비를 출발 해 4 월 22 일에 호주 브리즈번에 도착한 EY484 편부터 기내에서 일회용...
372,요즘은 세계여러나라 곳곳에서 저가항공사들이 많이 생겨나 유럽의 경우는 오히려 기차요금보다 훨씬 더 저렴한 비용으로 유럽... 유럽내 일부 도시에서는 일반 항공도 저렴하게 운항할 때도 있으니 요금 비교 사이트를 통해 각 항공사 홈페이지에서 가격을...
373,브뤼셀항공(brussels airlines)은 벨기에 항공사로 2006년 11월 7일 SN브뤼셀항공(SNBA)과 저가항공사인 버진익스프레스의 합병으로 설립되었고 2007년 3월 25일 첫 취항을 하였다 벨기에 국영항공사였던 사베나항공이 경영난으로 2001년 12월 파산하면서 2002년 SN에어홀딩스가...
374,오늘은 항공사 비교를 해보겠습니다 우리나라 항공사들중 빅2인 대한항공과 아시아나항공 둘을 갖고 한번 비교해 보겠습니다 (저의 개인적인 경험이나 의견이 반영되어 공정한 결과는 얻을 수 없습니다) 차례 1. 인천국제공항 라운지 (비즈니스클래스 라운지...
375,"국내 저가항공사 완전정복 혹시,  레바(Late Vacance)족 을 아시나요? 레바족이란, 여름 성수기를 피해 8월 중순 이후에 바캉스를 떠나는... 지금이야말로 알뜰여행을 계획해도 좋을 때겠죠^J^ 특히, 휴가 경비의 많은 부분을 차지하는 것이 항공권인 만큼 저가항공사를 이용하면 더욱 알뜰한 여행을..."
376,"국가 간 이동은 세부퍼시픽을 이용하였고, 시드니와 멜버른 간은 호주 항공사인 콴타스에 탑승하였다. 콴타스는 무려 세계에서 가장 안전한 항공으로 선정되기도 한 신뢰도 톱클래스의 항공사이다. 세계에서 3번째로 오래된 항공사이고, 영어권 국가에서는 최초의 항공사라는 역사를 자랑하고..."
377,"나도 타기 전엔 정말 걱정 많았던, 중국 항공사 에어차이나 이용 후기 : ) 결과적으로 나는 정말 매우 엄청 만족한다! 다시 타라고 하면 열 번도 더 탈 것 같다    무엇보다 가격이 엄~청 쌌고, (경유 시간은 길었지만), 기내식이나 서비스도 마음에 들었다. 베이징 공항 경유에 관한 얘기는..."
378,"내년 전세계 톱(TOP) 20개 항공사의 세전이익이 17% 증가할 것으로 전망되고 있는 가운데, 아시아 태평양 지역 항공사들의 약진이 두드러질 것으로 전망되고 있습니다. 이들 20개 항공사 가운데 17개가 아 태 지역 항공사들이기 때문입니다. 이처럼 아 태 지역 항공사들의 황금기 도래가..."
379,지난 번에는 유럽 내 저가 항공사에 대해 간략한 소개만 했었는데요 (참고: http://allez2012.blog.me/220029012096) 이번에는 구체적으로 어떻게 저렴한 가격의 항공권을 찾는지 제 경험담을 공유할게요~ 우선 요새 개별 항공사 홈페이지에 않고도 항공권 가격 비교를 할 수 있는 사이트들이 많이...
380,"멕시코 국적의 저비용항공사를 소개할 정도면 이 항공사가 정말 맘에 들었다는 거겠지? 맘에도 들었고 쿠바까지 두 시간이면 날아갈 수 있는 인터젯(인터제트) 항공기가 조금 부럽다. 칸쿤에서 아바나, 아바나에서 멕시코시티로 두 번 이용한 '인터넷(인터제트)' 항공사 일단 가격이 생각보다..."
381,"피치항공, 오키나와 편도 7만4200원 특가 일본 저비용 항공사 피치항공과 오키나와 관광청이 공동으로 오키나와 노선 특가 프로모션 및... 오는 4월 2일(일)부터 국적 항공사 최초로 대구-오키나와 노선을 새롭게 여는 것. 대구-오키나와 노선은 보잉 737-800(186~189석)기종으로 주 5회(화, 수..."
382,"(맛있는것만 맛있게) 이전에 항공사 기내식들 포스팅을 모아 두었었는데, 기내식에 물려서 그랬는지 다 날려 버렸다가 다시 기록용으로 남기기로. CZECH AIRLINES, OK191 SEOUL TO PRAGUE BUSINESS CLASS First Sercice (첫번째 식사): 참치 타타키, 모짜렐라 치즈 샐러드 MAIN COURSE..."
383,여러 사이트를 들어가봐도 저가항공사라 그런지 가격이 동일하더군요(카드 제휴 할인 제외). 그래도 여행사 마일리지를 위해 여행사를 통해 예약하려고 했으나~~~!!!!!!!! 저가항공사는 좌석 지정이 유료입니다. 근데 여행사에서는 좌석지정이 안된다고 하더군요    인천 - 삿포로 구간은...
384,"< 대한항공 마일리지 적립 및 스카이팀 항공사 안내와 적립 가능 클래스 > # 대한항공와 제휴를 맺은 스카이팀 제휴 항공사 안내 1. 대한항공의 마일리지는 대한항공 이용만으로 생기는 것이 아니라 제휴를 맺은 항공을 이용할 경우에도 적립 가능 - 단, 적립 가능 좌석 클래스를 확인할 필요가 있음!..."
385,"오늘 포스팅해볼 내용은 인천공항 출국장 게이트별 항공사 안내입니다!! 먼저 출국장에 내리시면 다음과 같은 번호와 알파벳! 그리고 항공사 별 간판이 있는데요!! 2번 게이트 A, B 게이트입니다 항공사는 아시아나 항공입니다!! 3번 게이트 C 게이트 역시 항공사는 아시아나 항공입니다! 5번..."
386,"이러한 항공 연합체의 설립배경은 항공사 고객의 다양한 수요를 흡수하고, 항공사에 대한 여러 규제들을 극복하기 위함이라고 볼 수 있는데요. 각 국의 다양한 항공사들은 이러한 글로벌 항공 연합체에 가입함으로써 보다 다양한 상품, 상향 평준화된 서비스, 공항 시설 이용의 효율성을..."
387,(중간중간 세븐일레븐에서 적립하기도 했고... 롯데면세점에서 마일리지사용하면서 사라지는 과정을 거쳤지만) 이제 열심히 모아서 대한항공에 갖다줘야 겠다. 불끈!! -롯데와 금전적인 관계와 얽히지 않은 포스팅입니다. 전 오직 항공사 마일리지 적립에만 관심이 있습니다. -
388,"여러 항공사의 비용을 검색해주는 사이트입니다. 사이트에 들어가보시면, 베트남어로 설정되어 있기 때문에 구글로 들어가셔서 번역하기를 누르시면 쉽게 이용하실 수 있을 거에요. 많은 분들이 알고 계시는 Vietjet, Vietnam Airlines, Jetstar, Air Asia, Japan Airlines 항공사 가격을 비교하고..."
389,"1등석을 타면 제공하는 라운지웨어와 어메니티 파우치 <사진제공=영국항공> 영국항공이 오는 31일부터 업그레이드한 일등석 기내 용품과 서비스를 선보인다. 영국의 5성급 호텔에 버금가는 기내 어메니티와 기내식, 침구, 서비스를 제공하겠다는 계획이다. 새로워진 일등석에서는 영국..."
390,항공 동맹은 주로 공동운항(코드쉐어)으로 비인기 노선에 좌석을 채우기 위해서 그리고 항공사별 스케쥴 조정과 마일리지 적립 등 해외항공사와 네트워크를 확대하는 이점이 많다. 대형항공사가 주로 항공동맹을 맺어오다가 저비용항공사가 수요가 늘어나면서 저가항공사 간의 항공동맹도...
391,[에어아시아 특가 프로모션] 에어아시아가 10년 연속 스카이트랙스의  세계 최고 저비용항공사  선정을 기념해 특가 프로모션을 진행한다.... 한편 6년 연속  세계 최고 프리미엄 캐빈 운영 저비용항공사 로 선정된 바 있는 에어아시아 엑스의 프리미엄 플랫베드 좌석도 이번...
392,오늘은 캐세이 패시픽(Cathay Pacific) 항공사 이용 리뷰를 포스팅합니다. 캐세이 패시픽 항공사(Cathay Pacific)는 홍콩을 거점으로 하는 영국계 항공사입니다. 캐세이 패시픽 항공과 캐세이 드래공 항공이 합작하여 프리미엄 항공 서비스를 제공하고 있습니다. 대만 자유여행 4박5일 여행을 위해...
393,"얼마 전, 저가 항공사들의 대란이 일어났어요. 제주항공 7,000원 찜 프로모션, 비엣젯항공의 인천-하노이 구간이 약 15,000원에 개시됐으나 결과는 홈페이지 다운, 예약만 하고 결제까지는 못하는 등.. 최근 들어 저가 항공사(LowCostCarrier) 위세가 일반 항공사 못지 않게 더욱 대단해지고 있는 것..."
394,작년 9월부터 항공사 직원 할인 티켓 사용이 가능해졌었죠! 그때부터 지금까지 다닌 여행지의 대표사진을 한장씩 뽑아서 정리해봤어요. 2018년 9월 10일~18일 미국 플로리다 (클리어워터 비치) 미동부에서 보내는 기내통역원 첫 휴가. 설탕처럼 부드러운 모래와 맑은 물이 유명한 클리어워터...
395,그래서 방콕에서 푸켓가는 비행기는 타이항공 자회사인 타이 스마일 항공 :) 처음 이용해보는 항공사에다 부모님 모시고 가는 여행이라 검색에 검색을 해보고 결정 했던 항공사! 다녀온 지금에서는 강추 드리는 항공사입니다! 비용이 상당히 저렴 하지유? 그도 그럴 것이 10월 초 여행을 4월...
396,"항공사 전격 비교 -   일본 항공사 편 안녕하세요, 시사일본어사 대학생 기자단 12기 백경령입니다^^ 4월 초인 지금, 밖에는 한창 벚꽃이 피고 있습니다. 여러분께서는 다들 가족, 연인, 혹은 친구들과 벚꽃 놀이 많이 갔다 오셨나요? 저는 아직 가지 못했는데요. :)  벚꽃 하면 생각나는 게..."
397,취항하는 항공사를 소개시켜 드리고 싶어요   절대 인천-홍콩 노선 전체를 취항 하는 항공사가 아닌 지극히 제가 알고있는 지식안에서 소개하는 포스팅입니다.   사진을 누르면 해당 항공사 홈페이지로 이동할 수 있어요     직항편 1. 대한항공 우리나라 대표 항공사 대한항공이에요 하루에도...
